NOM;CODI;DATA;SEXE;GRUP_EDAT;RESIDENCIA;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2020-10-11;Home;50 a 59;No;93;404;0;11;5;106;26;0;93;0;80;0;392;0;0;0
CATALUNYA;GLOBAL;2020-10-11;Home;50 a 59;Si;1;13;0;0;0;5;1;0;1;0;2;0;11;0;0;0
CATALUNYA;GLOBAL;2020-10-11;Home;60 a 69;No;52;293;0;10;3;126;32;1;52;0;43;0;282;0;0;0
CATALUNYA;GLOBAL;2020-10-11;Home;60 a 69;Si;0;11;0;0;0;6;1;0;0;0;0;0;8;0;0;0
CATALUNYA;GLOBAL;2020-10-11;Home;70 a 79;No;27;278;0;14;3;117;34;1;27;0;24;0;269;0;0;0
CATALUNYA;GLOBAL;2020-10-11;Home;70 a 79;Si;3;29;0;1;0;5;0;0;3;0;3;0;25;0;0;0
CATALUNYA;GLOBAL;2020-10-11;Home;80 o més;No;21;232;0;12;2;73;7;5;21;0;19;0;219;0;0;0
CATALUNYA;GLOBAL;2020-10-11;Home;80 o més;Si;14;86;0;1;0;23;0;2;14;0;13;0;79;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Altres;N/A;--;29;352;0;5;0;51;14;1;29;0;23;0;348;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;0 a 9;No;29;449;0;0;0;1;0;0;29;0;30;0;447;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;0 a 9;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;10 a 19;No;75;932;0;0;0;2;0;0;75;0;59;0;921;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;10 a 19;Si;0;11;0;0;0;0;0;0;0;0;0;0;11;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;20 a 29;No;90;738;0;1;0;5;0;0;89;1;77;0;704;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;20 a 29;Si;0;5;0;0;0;0;0;0;0;0;0;0;5;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;30 a 39;No;94;718;0;2;0;15;1;0;94;0;79;0;682;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;30 a 39;Si;0;19;0;0;0;0;0;0;0;0;0;0;18;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;40 a 49;No;108;833;0;3;0;21;6;0;108;0;101;0;802;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;40 a 49;Si;0;13;0;0;0;0;0;0;0;0;0;0;10;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;50 a 59;No;99;715;0;4;2;46;7;0;98;1;77;0;684;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;50 a 59;Si;0;21;0;0;0;1;0;0;0;0;0;0;17;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;60 a 69;No;61;454;0;3;2;49;10;0;60;1;47;0;436;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;60 a 69;Si;0;13;0;0;0;1;0;0;0;0;0;0;9;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;70 a 79;No;37;346;0;11;1;69;10;1;37;0;33;0;336;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;70 a 79;Si;1;38;0;1;0;5;0;0;1;0;1;0;28;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;80 o més;No;33;373;0;10;1;78;4;2;33;0;34;0;356;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Dona;80 o més;Si;13;246;0;4;0;47;0;10;13;0;13;0;175;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;0 a 9;No;22;530;0;0;0;3;1;0;22;0;24;0;527;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;0 a 9;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;10 a 19;No;83;971;0;0;0;3;0;0;83;0;74;0;956;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;10 a 19;Si;0;16;0;0;0;0;0;0;0;0;1;0;16;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;20 a 29;No;93;580;0;1;0;2;0;0;93;0;89;0;560;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;20 a 29;Si;0;8;0;0;0;0;0;0;0;0;0;0;6;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;30 a 39;No;70;447;0;4;0;19;1;0;69;1;65;0;436;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;30 a 39;Si;0;14;0;0;0;0;0;0;0;0;0;0;12;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;40 a 49;No;123;617;0;5;2;49;10;0;123;0;111;0;590;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;40 a 49;Si;0;32;0;0;0;0;0;0;0;0;0;0;20;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;50 a 59;No;90;559;0;15;4;101;24;0;90;0;76;0;536;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;50 a 59;Si;1;30;0;0;0;6;1;0;1;0;0;0;19;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;60 a 69;No;55;388;0;13;2;122;32;1;55;0;45;0;379;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;60 a 69;Si;1;18;0;2;0;7;1;0;1;0;1;0;17;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;70 a 79;No;26;347;0;14;5;106;31;0;26;0;27;0;332;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;70 a 79;Si;1;35;0;0;0;5;0;0;1;0;1;0;29;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;80 o més;No;17;295;0;12;2;66;5;7;17;0;17;0;285;0;0;0
CATALUNYA;GLOBAL;2020-10-10;Home;80 o més;Si;6;109;0;2;0;23;0;0;6;0;6;0;84;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Altres;N/A;--;64;491;0;9;2;51;18;1;64;0;37;0;488;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;0 a 9;No;91;1482;0;0;0;1;0;0;91;0;91;0;1479;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;0 a 9;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;10 a 19;No;228;3507;0;0;0;2;0;0;228;0;234;0;3469;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;10 a 19;Si;0;8;0;0;0;0;0;0;0;0;0;0;8;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;20 a 29;No;234;1964;0;1;0;7;0;0;234;0;226;0;1880;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;20 a 29;Si;1;11;0;0;0;0;0;0;0;1;0;0;9;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;30 a 39;No;226;1954;0;4;0;16;1;0;226;0;254;0;1862;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;30 a 39;Si;0;9;0;0;0;0;0;0;0;0;0;0;9;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;40 a 49;No;215;2179;0;10;0;22;7;0;214;1;221;0;2078;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;40 a 49;Si;2;16;0;0;0;0;0;1;2;0;2;0;15;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;50 a 59;No;199;1934;0;9;1;41;7;0;199;0;215;0;1841;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;50 a 59;Si;1;17;0;1;0;1;0;0;0;1;0;0;11;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;60 a 69;No;109;1226;0;11;0;46;8;0;108;1;114;0;1193;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;60 a 69;Si;0;25;0;1;0;1;0;0;0;0;0;0;20;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;70 a 79;No;70;837;0;9;0;62;11;0;70;0;77;0;815;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;70 a 79;Si;8;55;0;1;0;7;0;0;8;0;6;0;47;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;80 o més;No;67;710;0;18;1;73;4;1;67;0;66;0;685;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Dona;80 o més;Si;25;283;0;11;0;45;0;6;25;0;19;0;218;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;0 a 9;No;93;1619;0;1;0;3;1;0;93;0;95;0;1605;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;10 a 19;No;227;3745;0;1;0;3;0;0;226;1;236;0;3712;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;10 a 19;Si;1;17;0;0;0;0;0;0;1;0;1;0;17;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;20 a 29;No;211;1600;0;2;0;2;0;0;211;0;218;0;1560;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;20 a 29;Si;1;10;0;0;0;0;0;0;1;0;2;0;10;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;30 a 39;No;189;1248;0;1;0;17;1;0;187;2;190;0;1208;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;30 a 39;Si;0;10;0;0;0;0;0;0;0;0;0;0;8;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;40 a 49;No;235;1658;0;9;2;44;8;1;235;0;232;0;1614;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;40 a 49;Si;2;30;0;0;0;0;0;0;2;0;3;0;24;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;50 a 59;No;209;1327;0;13;3;83;24;0;209;0;210;0;1292;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;50 a 59;Si;2;41;0;1;0;6;1;0;2;0;2;0;35;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;60 a 69;No;114;1024;0;17;3;114;35;1;113;1;117;0;981;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;60 a 69;Si;0;37;0;0;0;7;1;0;0;0;0;0;31;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;70 a 79;No;75;778;0;20;2;104;28;2;75;0;76;0;748;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;70 a 79;Si;3;47;0;1;0;4;0;0;3;0;3;0;34;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;80 o més;No;42;569;0;14;2;65;4;6;42;0;43;0;538;0;0;0
CATALUNYA;GLOBAL;2020-10-09;Home;80 o més;Si;6;122;0;4;0;24;0;2;6;0;9;0;93;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Altres;N/A;--;55;390;0;5;0;59;18;0;55;0;35;0;383;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;0 a 9;No;62;1207;0;1;0;4;0;0;62;0;63;0;1199;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;10 a 19;No;202;3447;0;0;0;2;0;0;201;1;194;0;3419;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;10 a 19;Si;1;9;0;0;0;0;0;0;1;0;1;0;8;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;20 a 29;No;201;1765;0;2;0;6;0;0;201;0;194;0;1698;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;20 a 29;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;30 a 39;No;186;1735;0;3;1;15;1;0;186;0;166;0;1661;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;30 a 39;Si;0;6;0;0;0;0;0;0;0;0;0;0;5;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;40 a 49;No;204;2024;0;6;2;23;8;1;204;0;203;0;1916;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;40 a 49;Si;0;13;0;0;0;0;0;0;0;0;0;0;12;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;50 a 59;No;190;1488;0;7;1;45;7;0;190;0;191;0;1420;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;50 a 59;Si;1;23;0;0;0;1;0;0;1;0;2;0;19;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;60 a 69;No;99;1013;0;9;1;48;9;0;99;0;91;0;981;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;60 a 69;Si;1;23;0;0;0;1;0;1;1;0;1;0;16;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;70 a 79;No;66;676;0;13;4;59;10;1;66;0;60;0;659;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;70 a 79;Si;10;45;0;1;0;5;0;0;10;0;10;0;39;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;80 o més;No;48;581;0;10;1;70;4;5;48;0;44;0;559;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Dona;80 o més;Si;65;449;0;10;0;42;0;4;65;0;64;0;369;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;0 a 9;No;71;1405;0;1;0;2;1;0;71;0;62;0;1403;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;0 a 9;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;10 a 19;No;191;3660;0;1;0;1;0;0;191;0;190;0;3639;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;10 a 19;Si;0;7;0;0;0;0;0;0;0;0;0;0;7;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;20 a 29;No;177;1438;0;0;0;4;0;0;176;1;181;0;1410;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;20 a 29;Si;1;3;0;0;0;0;0;0;1;0;0;0;3;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;30 a 39;No;173;1141;0;2;0;17;2;0;173;0;168;0;1120;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;30 a 39;Si;0;7;0;0;0;0;0;0;0;0;0;0;7;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;40 a 49;No;196;1406;0;9;1;48;7;0;196;0;188;0;1360;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;40 a 49;Si;2;19;0;0;0;0;0;0;2;0;0;0;15;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;50 a 59;No;165;1076;0;17;3;81;24;0;164;1;162;0;1041;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;50 a 59;Si;0;22;0;0;0;6;1;0;0;0;0;0;19;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;60 a 69;No;92;801;0;14;3;120;38;0;92;0;88;0;767;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;60 a 69;Si;0;20;0;2;1;7;1;0;0;0;0;0;18;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;70 a 79;No;54;617;0;17;5;101;28;0;54;0;44;0;591;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;70 a 79;Si;3;50;0;0;0;4;0;1;3;0;3;0;39;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;80 o més;No;23;447;0;12;0;74;3;1;23;0;24;0;426;0;0;0
CATALUNYA;GLOBAL;2020-10-08;Home;80 o més;Si;15;118;0;2;0;24;0;1;15;0;13;0;92;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Altres;N/A;--;47;433;0;11;1;52;18;0;46;1;33;0;426;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;0 a 9;No;68;1388;0;3;0;3;0;0;68;0;63;0;1380;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;0 a 9;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;10 a 19;No;171;3343;0;0;0;2;0;0;171;0;167;0;3315;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;10 a 19;Si;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;20 a 29;No;160;1686;0;4;0;10;0;0;160;0;140;0;1623;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;20 a 29;Si;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;30 a 39;No;182;1731;0;1;0;15;2;0;181;1;154;0;1663;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;30 a 39;Si;0;8;0;0;0;0;0;0;0;0;1;0;8;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;40 a 49;No;193;2079;0;4;1;21;6;0;193;0;169;0;1989;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;40 a 49;Si;1;14;0;0;0;0;0;0;1;0;1;0;14;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;50 a 59;No;159;1678;0;7;2;48;9;0;159;0;144;0;1612;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;50 a 59;Si;1;16;0;0;0;1;0;0;1;0;0;0;14;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;60 a 69;No;80;1021;0;4;2;45;10;0;79;1;73;0;985;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;60 a 69;Si;0;23;0;0;0;2;0;0;0;0;0;0;22;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;70 a 79;No;47;752;0;8;0;57;8;0;47;0;51;0;725;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;70 a 79;Si;6;73;0;1;0;6;0;0;6;0;6;0;64;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;80 o més;No;39;632;0;17;1;66;4;2;39;0;40;0;607;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Dona;80 o més;Si;40;444;0;5;0;41;0;4;40;0;36;0;381;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;0 a 9;No;64;1517;0;1;0;3;1;0;64;0;62;0;1509;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;10 a 19;No;194;3565;0;3;0;1;0;0;194;0;177;0;3551;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;10 a 19;Si;2;19;0;0;0;0;0;0;2;0;2;0;18;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;20 a 29;No;178;1387;0;2;0;6;0;0;177;1;162;0;1356;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;20 a 29;Si;0;6;0;0;0;0;0;0;0;0;0;0;6;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;30 a 39;No;146;1125;0;3;0;19;3;0;146;0;136;0;1088;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;30 a 39;Si;0;7;0;0;0;0;0;0;0;0;0;0;7;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;40 a 49;No;177;1445;0;6;1;52;8;0;177;0;154;0;1406;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;40 a 49;Si;1;17;0;0;0;0;0;0;1;0;1;0;16;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;50 a 59;No;129;1118;0;9;2;79;23;1;129;0;140;0;1079;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;50 a 59;Si;1;20;0;1;0;4;1;0;1;0;1;0;19;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;60 a 69;No;88;860;0;21;4;118;37;1;88;0;87;0;839;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;60 a 69;Si;0;29;0;1;0;7;0;1;0;0;0;0;26;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;70 a 79;No;43;649;0;12;3;90;25;0;43;0;42;0;622;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;70 a 79;Si;4;53;0;0;0;4;0;1;4;0;4;0;45;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;80 o més;No;26;505;0;10;0;72;3;1;26;0;25;0;482;0;0;0
CATALUNYA;GLOBAL;2020-10-07;Home;80 o més;Si;6;152;0;6;0;19;0;1;6;0;7;0;130;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Altres;N/A;--;66;696;0;5;2;55;19;0;66;0;50;0;690;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;0 a 9;No;71;1767;0;1;0;0;0;0;71;0;73;0;1751;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;10 a 19;No;158;3747;0;0;0;2;0;0;158;0;153;0;3720;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;10 a 19;Si;0;4;0;0;0;0;0;0;0;0;0;0;3;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;20 a 29;No;140;1708;0;3;0;6;0;0;139;1;131;0;1654;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;20 a 29;Si;0;6;0;0;0;0;0;0;0;0;0;0;6;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;30 a 39;No;172;1927;0;3;1;15;3;0;172;0;170;0;1863;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;30 a 39;Si;2;7;0;0;0;0;0;0;2;0;1;0;7;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;40 a 49;No;166;2414;0;4;0;17;6;0;166;0;183;0;2328;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;40 a 49;Si;3;12;0;0;0;0;0;0;3;0;3;0;10;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;50 a 59;No;142;1930;0;5;3;49;10;0;142;0;152;0;1839;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;50 a 59;Si;2;23;0;0;0;1;0;0;2;0;2;0;20;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;60 a 69;No;72;1269;0;11;1;42;10;0;72;0;79;0;1234;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;60 a 69;Si;2;22;0;1;0;2;0;0;2;0;2;0;18;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;70 a 79;No;53;1009;0;6;2;52;8;0;53;0;51;0;989;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;70 a 79;Si;1;73;0;1;0;6;1;0;1;0;1;0;67;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;80 o més;No;32;736;0;9;2;77;5;7;32;0;33;0;703;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Dona;80 o més;Si;20;469;0;6;0;38;0;3;20;0;21;0;387;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;0 a 9;No;53;1955;0;1;0;3;1;0;53;0;62;0;1936;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;0 a 9;Si;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;10 a 19;No;157;3971;0;0;0;0;0;0;157;0;162;0;3951;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;10 a 19;Si;1;14;0;0;0;0;0;0;1;0;1;0;14;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;20 a 29;No;159;1421;0;0;0;5;0;0;159;0;140;0;1390;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;20 a 29;Si;1;9;0;0;0;0;0;0;1;0;1;0;8;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;30 a 39;No;144;1283;0;1;1;17;3;0;143;1;141;0;1250;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;30 a 39;Si;0;7;0;0;0;0;0;0;0;0;1;0;6;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;40 a 49;No;175;1775;0;12;1;53;10;0;175;0;181;0;1731;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;40 a 49;Si;1;18;0;0;0;0;0;0;1;0;1;0;16;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;50 a 59;No;149;1379;0;13;2;81;23;0;149;0;165;0;1331;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;50 a 59;Si;2;21;0;0;0;4;1;0;2;0;2;0;18;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;60 a 69;No;75;1070;0;20;2;110;39;0;75;0;68;0;1027;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;60 a 69;Si;4;35;0;0;0;7;0;0;4;0;4;0;30;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;70 a 79;No;47;940;0;11;4;84;27;0;47;0;52;0;910;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;70 a 79;Si;1;64;0;0;0;5;0;2;1;0;1;0;59;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;80 o més;No;34;578;0;11;0;81;5;3;34;0;35;0;551;0;0;0
CATALUNYA;GLOBAL;2020-10-06;Home;80 o més;Si;7;191;0;3;0;18;0;3;7;0;7;0;163;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Altres;N/A;--;50;379;0;6;1;55;18;0;50;0;34;0;372;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Dona;0 a 9;No;61;1248;0;0;0;0;0;0;61;0;49;0;1240;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Dona;0 a 9;Si;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Dona;10 a 19;No;151;2289;0;0;0;2;0;0;151;0;134;0;2276;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Dona;10 a 19;Si;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Dona;20 a 29;No;149;1395;0;1;1;6;0;0;149;0;120;0;1338;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Dona;20 a 29;Si;0;4;0;0;0;0;0;0;0;0;0;0;3;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Dona;30 a 39;No;150;1481;0;2;1;15;3;0;150;0;111;0;1413;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Dona;30 a 39;Si;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Dona;40 a 49;No;203;1806;0;3;0;20;5;0;203;0;151;0;1738;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Dona;40 a 49;Si;0;13;0;0;0;0;0;0;0;0;0;0;13;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Dona;50 a 59;No;183;1458;0;7;2;51;10;1;182;1;128;0;1390;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Dona;50 a 59;Si;1;17;0;0;0;1;0;0;1;0;1;0;16;0;0;0
CATALUNYA;GLOBAL;2020-10-05;Dona;60 a 69;No;87;936;0;5;1;36;9;0;87;0;63;0;897;0;0;0
